CUSTOMER_NUMBER,ACCOUNT_NUMBER,CUSTOMER_SEGMENT,ACTION_DATE,ACTION_STRATEGY,DPD_OF_ACTION,COLLECTOR_CODE,SUCCESSFUL_ACTION
CN58751488,6262991763,S5,24-04-2001,ACT25,41-50,C6,1
CN73377742,3590817278,S5,16-09-2001,ACT21,41-50,C9,0
CN53267276,9612310186,S5,03-10-2001,ACT22,41-50,C10,0
CN97382711,5552478845,S5,24-10-2001,ACT23,41-50,C3,1
CN76850489,3035139085,S5,30-11-2001,ACT24,41-50,C8,0
CN71183215,7542003896,S5,02-12-2001,ACT25,41-50,C7,0
CN81825788,9827152536,S5,18-12-2001,ACT21,41-50,C6,0
CN35931229,5202600297,S5,24-12-2001,ACT22,41-50,C9,1
CN31085277,9126685810,S5,12-06-2001,ACT23,41-50,C19,0
CN42733802,6198720854,S5,19-08-2001,ACT24,41-50,C4,0
CN75605526,3806129201,S5,24-04-2001,ACT25,41-50,C6,1
CN93669602,4705495497,S5,16-09-2001,ACT21,41-50,C9,0
CN79986259,5669377267,S5,03-10-2001,ACT22,41-50,C10,0
CN45193330,9417884384,S5,24-10-2001,ACT23,41-50,C3,1
CN26778170,5520435714,S5,30-11-2001,ACT24,41-50,C8,0
CN45047186,8008095916,S5,02-12-2001,ACT25,41-50,C7,0
CN80504604,6146290932,S5,18-12-2001,ACT21,41-50,C6,0
CN86780963,8374667349,S5,24-12-2001,ACT22,41-50,C9,1
