   ,CUSTOMER_NUMBER,ACCOUNT_NUMBER,CUSTOMER_SEGMENT,ACTION_DATE,ACTION_STRATEGY,DPD_OF_ACTION,COLLECTOR_CODE,SUCCESSFUL_ACTION
1220,CN25048701,4666197514,S4,24-12-2001,ACT24,41-50,C9,1
1261,CN41237298,3185948576,S4,12-06-2001,ACT25,41-50,C19,1
1262,CN33653933,8186308322,S4,19-08-2001,ACT21,41-50,C4,0
1263,CN43483784,2721437874,S4,24-04-2001,ACT22,41-50,C6,1
1264,CN56663075,6689418583,S4,16-09-2001,ACT23,41-50,C9,0
1265,CN30673210,3881593495,S4,03-10-2001,ACT24,41-50,C10,0
1266,CN64853799,5473136311,S4,24-10-2001,ACT25,41-50,C3,1
1267,CN29547813,3407811194,S4,30-11-2001,ACT21,41-50,C8,0
1268,CN84599121,8433949960,S4,02-12-2001,ACT22,41-50,C7,1
1269,CN41312350,8454850720,S4,18-12-2001,ACT23,41-50,C6,0
1270,CN66630748,5333927996,S4,24-12-2001,ACT24,41-50,C9,1
1311,CN84035539,2883729933,S4,12-06-2001,ACT25,41-50,C19,1
1312,CN67234554,2658662661,S4,19-08-2001,ACT21,41-50,C4,0
1313,CN94589525,7130735493,S4,24-04-2001,ACT22,41-50,C6,1
1314,CN23213006,9734954326,S4,16-09-2001,ACT23,41-50,C9,0
1315,CN58717787,9683814077,S4,03-10-2001,ACT24,41-50,C10,0
1316,CN45810283,9605905489,S4,24-10-2001,ACT25,41-50,C3,1
1317,CN39800029,4231631708,S4,30-11-2001,ACT21,41-50,C8,0
1318,CN98307043,8792296554,S4,02-12-2001,ACT22,41-50,C7,1
1319,CN73125818,3129798177,S4,18-12-2001,ACT23,41-50,C6,0
1320,CN41644723,3613048740,S4,24-12-2001,ACT24,41-50,C9,1
1361,CN98779616,9401486331,S4,12-06-2001,ACT25,41-50,C19,1
1362,CN84527613,3388521291,S4,19-08-2001,ACT21,41-50,C4,0
1363,CN79048408,6469153013,S4,24-04-2001,ACT22,41-50,C6,1
1364,CN30460014,2639990766,S4,16-09-2001,ACT23,41-50,C9,0
1365,CN42012918,2423270688,S4,03-10-2001,ACT24,41-50,C10,0
1366,CN32160195,6873116974,S4,24-10-2001,ACT25,41-50,C3,1
1367,CN41688325,8133505536,S4,30-11-2001,ACT21,41-50,C8,0
1368,CN67643376,9793328238,S4,02-12-2001,ACT22,41-50,C7,1
1369,CN35117577,7783291115,S4,18-12-2001,ACT23,41-50,C6,0
1370,CN38069129,7442373374,S4,24-12-2001,ACT24,41-50,C9,1
1411,CN47930908,2447635719,S4,12-06-2001,ACT25,41-50,C19,1
1412,CN30875156,8256051051,S4,19-08-2001,ACT21,41-50,C4,0
1413,CN43583695,3711856268,S4,24-04-2001,ACT22,41-50,C6,1
1414,CN80002691,4274568129,S4,16-09-2001,ACT23,41-50,C9,0
1415,CN84794411,7060292751,S4,03-10-2001,ACT24,41-50,C10,0
1416,CN41095950,9831366976,S4,24-10-2001,ACT25,41-50,C3,1
1417,CN79526862,8088423945,S4,30-11-2001,ACT21,41-50,C8,0
1418,CN32598103,5350372252,S4,02-12-2001,ACT22,41-50,C7,1
1419,CN67966303,5389770797,S4,18-12-2001,ACT23,41-50,C6,0
1420,CN22268388,4860199475,S4,24-12-2001,ACT24,41-50,C9,1
1466,CN86103274,5104630876,S4,12-06-2001,ACT25,41-50,C19,1
1467,CN80263796,8283120865,S4,19-08-2001,ACT21,41-50,C4,0
1468,CN43068977,2672807144,S4,24-04-2001,ACT22,41-50,C6,1
1469,CN29363295,9133033569,S4,16-09-2001,ACT23,41-50,C9,0
1470,CN81512606,6023271364,S4,03-10-2001,ACT24,41-50,C10,0
1471,CN63346612,8437592826,S4,24-10-2001,ACT25,41-50,C3,1
1472,CN64872739,3289814845,S4,30-11-2001,ACT21,41-50,C8,0
1473,CN93950319,6152547451,S4,02-12-2001,ACT22,41-50,C7,1
1474,CN74315014,6167315323,S4,18-12-2001,ACT23,41-50,C6,0
1475,CN94917786,8375285305,S4,24-12-2001,ACT24,41-50,C9,1
1541,CN69832174,3041495699,S4,12-06-2001,ACT25,41-50,C19,1
1542,CN92387583,9768856467,S4,19-08-2001,ACT21,41-50,C4,0
1543,CN96095910,6913201852,S4,24-04-2001,ACT22,41-50,C6,1
1544,CN72351205,7541205926,S4,16-09-2001,ACT23,41-50,C9,0
1545,CN35385080,8169873089,S4,03-10-2001,ACT24,41-50,C10,0
1546,CN69237058,3382670693,S4,24-10-2001,ACT25,41-50,C3,1
1547,CN38795685,3601651266,S4,30-11-2001,ACT21,41-50,C8,0
1548,CN29149553,3784727633,S4,02-12-2001,ACT22,41-50,C7,1
1549,CN30301737,6007103854,S4,18-12-2001,ACT23,41-50,C6,0
1550,CN51740185,6867825805,S4,24-12-2001,ACT24,41-50,C9,1
1591,CN54606508,8223694188,S4,12-06-2001,ACT25,41-50,C19,1
1592,CN96867702,6358230938,S4,19-08-2001,ACT21,41-50,C4,0
1593,CN25625519,6032667123,S4,24-04-2001,ACT22,41-50,C6,1
1594,CN62233665,3718223117,S4,16-09-2001,ACT23,41-50,C9,0
1595,CN39708379,7293833090,S4,03-10-2001,ACT24,41-50,C10,0
1596,CN88540878,2801193074,S4,24-10-2001,ACT25,41-50,C3,1
1597,CN91125533,6846712741,S4,30-11-2001,ACT21,41-50,C8,0
1598,CN30244527,4250096363,S4,02-12-2001,ACT22,41-50,C7,1
1599,CN87129514,5676725265,S5,18-12-2001,ACT21,41-50,C6,0
1600,CN92516399,8520364685,S5,24-12-2001,ACT22,41-50,C9,1
1646,CN80177394,5854946354,S5,12-06-2001,ACT23,41-50,C19,1
1647,CN54230279,3222097679,S5,19-08-2001,ACT24,41-50,C4,0
1648,CN70091595,5370751738,S5,24-04-2001,ACT25,41-50,C6,1
1649,CN80782291,4267192103,S5,16-09-2001,ACT21,41-50,C9,0
1650,CN98750685,9635577069,S5,03-10-2001,ACT22,41-50,C10,0
1651,CN32491358,4049290021,S5,24-10-2001,ACT23,41-50,C3,1
1652,CN60331536,8647816217,S5,30-11-2001,ACT24,41-50,C8,0
1653,CN56617465,6805147981,S5,02-12-2001,ACT25,41-50,C7,1
1654,CN68306628,3364604885,S5,18-12-2001,ACT21,41-50,C6,0
1655,CN98432072,9131514767,S5,24-12-2001,ACT22,41-50,C9,1
1686,CN43219951,8962274455,S5,12-06-2001,ACT23,41-50,C19,1
1687,CN33452580,2605385884,S5,19-08-2001,ACT24,41-50,C4,0
1688,CN48696677,8811628969,S5,24-04-2001,ACT25,41-50,C6,1
1689,CN86690328,3717764044,S5,16-09-2001,ACT21,41-50,C9,0
1690,CN74215994,3667967045,S5,03-10-2001,ACT22,41-50,C10,0
1691,CN38170994,3973664710,S5,24-10-2001,ACT23,41-50,C3,1
1692,CN61261830,9605042615,S5,30-11-2001,ACT24,41-50,C8,0
1693,CN43553244,8506588607,S5,02-12-2001,ACT25,41-50,C7,1
1694,CN27900571,6285455598,S5,18-12-2001,ACT21,41-50,C6,0
1695,CN66582894,9688839593,S5,24-12-2001,ACT22,41-50,C9,1
1736,CN69222187,7549806028,S5,12-06-2001,ACT23,41-50,C19,1
1737,CN65138544,8072229026,S5,19-08-2001,ACT24,41-50,C4,0
1738,CN86356033,2818673178,S5,24-04-2001,ACT25,41-50,C6,1
1739,CN66304280,4576920732,S5,16-09-2001,ACT21,41-50,C9,0
1740,CN62777520,4008315804,S5,03-10-2001,ACT22,41-50,C10,0
1741,CN85544479,4566966738,S5,24-10-2001,ACT23,41-50,C3,1
1742,CN56370593,7855954005,S5,30-11-2001,ACT24,41-50,C8,0
1743,CN65617746,3651051293,S5,02-12-2001,ACT25,41-50,C7,1
1744,CN51000219,3675452460,S5,18-12-2001,ACT21,41-50,C6,0
1745,CN45196252,7721917707,S5,24-12-2001,ACT22,41-50,C9,1
1786,CN48255574,9042368378,S5,12-06-2001,ACT23,41-50,C19,1
1787,CN94636980,5210056928,S5,19-08-2001,ACT24,41-50,C4,0
1788,CN60331270,6366595462,S5,24-04-2001,ACT25,41-50,C6,1
1789,CN96836128,5600178524,S5,16-09-2001,ACT21,41-50,C9,0
1790,CN96231738,8784532740,S5,03-10-2001,ACT22,41-50,C10,0
1791,CN88401130,7485128061,S5,24-10-2001,ACT23,41-50,C3,1
1792,CN88494483,9516784620,S5,30-11-2001,ACT24,41-50,C8,0
1793,CN72478271,9312735436,S5,02-12-2001,ACT25,41-50,C7,1
1794,CN38161398,6459282637,S5,18-12-2001,ACT21,41-50,C6,0
1795,CN67108820,6049784418,S5,24-12-2001,ACT22,41-50,C9,1
1831,CN66990895,6675536173,S5,12-06-2001,ACT23,41-50,C19,1
1832,CN38438173,5661086491,S5,19-08-2001,ACT24,41-50,C4,0
1833,CN48767417,4932661741,S5,24-04-2001,ACT25,41-50,C6,1
1834,CN78662934,5458119672,S5,16-09-2001,ACT21,41-50,C9,0
1835,CN23611022,9697218694,S5,03-10-2001,ACT22,41-50,C10,0
1836,CN26184802,4092572355,S5,24-10-2001,ACT23,41-50,C3,1
1837,CN43370762,4864487086,S5,30-11-2001,ACT24,41-50,C8,0
1838,CN30423844,9450761350,S5,02-12-2001,ACT25,41-50,C7,1
1839,CN70881133,5863903678,S5,18-12-2001,ACT21,41-50,C6,0
1840,CN55370704,2735978732,S5,24-12-2001,ACT22,41-50,C9,1
1881,CN28196377,5462256453,S5,12-06-2001,ACT23,41-50,C19,1
1882,CN43244397,6616961634,S5,19-08-2001,ACT24,41-50,C4,0
1883,CN84573422,5202552231,S5,24-04-2001,ACT25,41-50,C6,1
1884,CN41043531,8188159378,S5,16-09-2001,ACT21,41-50,C9,0
1885,CN77043248,4589276391,S5,03-10-2001,ACT22,41-50,C10,0
1886,CN48757087,6712244747,S5,24-10-2001,ACT23,41-50,C3,1
1887,CN96777394,8654217200,S5,30-11-2001,ACT24,41-50,C8,0
1888,CN51178359,7585540693,S5,02-12-2001,ACT25,41-50,C7,1
1889,CN24836926,4034507479,S5,18-12-2001,ACT21,41-50,C6,0
1890,CN25456821,2926993549,S5,24-12-2001,ACT22,41-50,C9,1
1931,CN32510375,3486396221,S5,12-06-2001,ACT23,41-50,C19,1
1932,CN73404150,5727060433,S5,19-08-2001,ACT24,41-50,C4,0
1933,CN58751488,6262991763,S5,24-04-2001,ACT25,41-50,C6,1
1934,CN73377742,3590817278,S5,16-09-2001,ACT21,41-50,C9,0
1935,CN53267276,9612310186,S5,03-10-2001,ACT22,41-50,C10,0
1936,CN97382711,5552478845,S5,24-10-2001,ACT23,41-50,C3,1
1937,CN76850489,3035139085,S5,30-11-2001,ACT24,41-50,C8,0
1938,CN71183215,7542003896,S5,02-12-2001,ACT25,41-50,C7,1
1939,CN81825788,9827152536,S5,18-12-2001,ACT21,41-50,C6,0
1940,CN35931229,5202600297,S5,24-12-2001,ACT22,41-50,C9,1
1986,CN31085277,9126685810,S5,12-06-2001,ACT23,41-50,C19,1
1987,CN42733802,6198720854,S5,19-08-2001,ACT24,41-50,C4,0
1988,CN75605526,3806129201,S5,24-04-2001,ACT25,41-50,C6,1
1989,CN93669602,4705495497,S5,16-09-2001,ACT21,41-50,C9,0
1990,CN79986259,5669377267,S5,03-10-2001,ACT22,41-50,C10,0
1991,CN45193330,9417884384,S5,24-10-2001,ACT23,41-50,C3,1
1992,CN26778170,5520435714,S5,30-11-2001,ACT24,41-50,C8,0
1993,CN45047186,8008095916,S5,02-12-2001,ACT25,41-50,C7,1
1994,CN80504604,6146290932,S5,18-12-2001,ACT21,41-50,C6,0
1995,CN86780963,8374667349,S5,24-12-2001,ACT22,41-50,C9,1
